gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AFR,tier_hkgi,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi
RCBTB1,False,53,18065.0,0.00293,0.002145153245446498,0.0037225467268756723,22448.0,590031.0,37545.0,0.002696,0.000882,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1378,8.445538046965036e-06,0,0.0
ATM,False,53,18065.0,0.00293,0.002145153245446498,0.0037225467268756723,22448.0,590031.0,37545.0,0.003102,0.003999,0.003283,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1378,8.445538046965036e-06,0,0.0
BLM,False,53,18065.0,0.00293,0.002145153245446498,0.0037225467268756723,22448.0,590031.0,37545.0,0.001928,0.002559,0.001693,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1378,8.445538046965036e-06,0,0.0
OTOF,False,53,18065.0,0.00293,0.002145153245446498,0.0037225467268756723,22448.0,590031.0,37545.0,0.00348,0.001382,0.002268,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1378,8.445538046965036e-06,0,0.0
NPHS1,False,53,18065.0,0.00293,0.002145153245446498,0.0037225467268756723,22448.0,590031.0,37545.0,0.001925,0.003088,0.002032,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_4,tier_4,1378,8.445538046965036e-06,0,0.0
TMC1,False,52,18065.0,0.00288,0.0020972518667252606,0.0036597367853644152,22448.0,590031.0,37545.0,0.001931,0.002764,0.000578,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1326,8.12683849802296e-06,0,0.0
COL7A1,False,52,18065.0,0.00288,0.0020972518667252606,0.0036597367853644152,22448.0,590031.0,37545.0,0.001932,0.004411,0.002174,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_4,tier_4,1326,8.12683849802296e-06,0,0.0
DYNC2H1,False,51,18065.0,0.00282,0.0020494231442606046,0.0035968541875965776,22448.0,590031.0,37545.0,0.001929,0.003766,0.00304,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_4,tier_4,1275,7.814267786560538e-06,0,0.0
ARSA,False,51,18065.0,0.00282,0.0020494231442606046,0.0035968541875965776,22448.0,590031.0,37545.0,0.0027,0.006028,0.003524,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_3,tier_4,1275,7.814267786560538e-06,0,0.0
BBS2,False,51,18065.0,0.00282,0.0020494231442606046,0.0035968541875965776,22448.0,590031.0,37545.0,0.003854,0.001147,0.000337,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,1275,7.814267786560538e-06,0,0.0
NPHP3,False,51,18065.0,0.00282,0.0020494231442606046,0.0035968541875965776,22448.0,590031.0,37545.0,0.001547,0.002147,0.001254,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1275,7.814267786560538e-06,0,0.0
HPS6,False,50,18065.0,0.00277,0.002001669219555629,0.0035338967920690596,22448.0,590031.0,37545.0,0.001545,0.000441,0.000579,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1225,7.507825912577772e-06,0,0.0
BTD,False,50,18065.0,0.00277,0.002001669219555629,0.0035338967920690596,22448.0,590031.0,37545.0,0.001928,0.00594,0.004967,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_3,tier_4,1225,7.507825912577772e-06,0,0.0
HPS3,False,50,18065.0,0.00277,0.002001669219555629,0.0035338967920690596,22448.0,590031.0,37545.0,0.002309,0.000912,0.000435,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1225,7.507825912577772e-06,0,0.0
SLC22A12,False,49,18065.0,0.00271,0.001953992341683487,0.003470862349708708,22448.0,590031.0,37545.0,0.015872,0.000382,0.000868,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,tier_4,tier_4,1176,7.207512876074661e-06,0,0.0
ALMS1,False,49,18065.0,0.00271,0.001953992341683487,0.003470862349708708,22448.0,590031.0,37545.0,0.005025,0.001941,0.002173,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,1176,7.207512876074661e-06,0,0.0
CDH23,False,49,18065.0,0.00271,0.001953992341683487,0.003470862349708708,22448.0,590031.0,37545.0,0.002312,0.002176,0.0028,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1176,7.207512876074661e-06,0,0.0
ACADVL,False,48,18065.0,0.00266,0.0019063948750102223,0.003407748496149479,22448.0,590031.0,37545.0,0.00424,0.007451,0.003304,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_3,tier_4,1128,6.913328677051206e-06,0,0.0
BBS7,False,48,18065.0,0.00266,0.0019063948750102223,0.003407748496149479,22448.0,590031.0,37545.0,0.001156,0.001147,0.000531,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1128,6.913328677051206e-06,0,0.0
ACADM,False,48,18065.0,0.00266,0.0019063948750102223,0.003407748496149479,22448.0,590031.0,37545.0,0.001156,0.017315,0.004237,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_2,tier_4,1128,6.913328677051206e-06,1,0.00034916201117318437
CTSF,False,48,18065.0,0.00266,0.0019063948750102223,0.003407748496149479,22448.0,590031.0,37545.0,,0.000529,0.001395,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1128,6.913328677051206e-06,0,0.0
PINK1,False,48,18065.0,0.00266,0.0019063948750102223,0.003407748496149479,22448.0,590031.0,37545.0,0.002701,0.000529,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,1128,6.913328677051206e-06,0,0.0
PROC,False,47,18065.0,0.0026,0.001858879307645519,0.0033445527432816877,22448.0,590031.0,37545.0,0.005781,0.001352,0.000627,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,1081,6.6252733155074055e-06,0,0.0
SLC3A1,False,47,18065.0,0.0026,0.001858879307645519,0.0033445527432816877,22448.0,590031.0,37545.0,0.001155,0.008984,0.004165,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,1081,6.6252733155074055e-06,0,0.0
ALDOB,False,46,18065.0,0.00255,0.0018114482607070315,0.0032812724699876816,22448.0,590031.0,37545.0,0.001932,0.012908,0.00332,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_2,tier_4,1035,6.343346791443261e-06,0,0.0
ADGRV1,False,45,18065.0,0.00249,0.0017641044984961188,0.003217904911966101,22448.0,590031.0,37545.0,0.000385,0.001706,0.001159,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,990,6.0675491048587705e-06,0,0.0
NAGLU,False,45,18065.0,0.00249,0.0017641044984961188,0.003217904911966101,22448.0,590031.0,37545.0,0.001153,0.002588,0.001597,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,990,6.0675491048587705e-06,0,0.0
ASS1,False,45,18065.0,0.00249,0.0017641044984961188,0.003217904911966101,22448.0,590031.0,37545.0,0.001544,0.003381,0.002751,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,990,6.0675491048587705e-06,0,0.0
PIGN,False,45,18065.0,0.00249,0.0017641044984961188,0.003217904911966101,22448.0,590031.0,37545.0,0.002246,0.002118,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,990,6.0675491048587705e-06,0,0.0
GALNS,False,44,18065.0,0.00244,0.0017168509396970435,0.0031544471505326826,22448.0,590031.0,37545.0,0.00154,0.002853,0.002026,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,946,5.7978802557539365e-06,0,0.0
WFS1,False,44,18065.0,0.00244,0.0017168509396970435,0.0031544471505326826,22448.0,590031.0,37545.0,0.000385,0.002881,0.00130298,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,946,5.7978802557539365e-06,0,0.0
SLC29A3,False,43,18065.0,0.00238,0.001669690669728337,0.0030908961002688957,22448.0,590031.0,37545.0,,0.000617,0.000627,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,903,5.534340244128758e-06,0,0.0
SURF1,False,43,18065.0,0.00238,0.001669690669728337,0.0030908961002688957,22448.0,590031.0,37545.0,0.00077,0.004028,0.001643,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,903,5.534340244128758e-06,1,0.00034916201117318437
GNPTAB,False,42,18065.0,0.00232,0.0016226269543946079,0.003027248495370131,22448.0,590031.0,37545.0,0.002311,0.002676,0.001062,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,861,5.276929069983234e-06,0,0.0
TCAP,False,42,18065.0,0.00232,0.0016226269543946079,0.003027248495370131,22448.0,590031.0,37545.0,0.000385,8.8e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,861,5.276929069983234e-06,0,0.0
NEU1,False,42,18065.0,0.00232,0.0016226269543946079,0.003027248495370131,22448.0,590031.0,37545.0,0.00077,0.000618,0.001542,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,861,5.276929069983234e-06,0,0.0
SH3TC2,False,42,18065.0,0.00232,0.0016226269543946079,0.003027248495370131,22448.0,590031.0,37545.0,0.001157,0.003146,0.001303,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,861,5.276929069983234e-06,0,0.0
SBDS,False,42,18065.0,0.00232,0.0016226269543946079,0.003027248495370131,22448.0,590031.0,37545.0,0.015077,0.010357,0.005585,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,tier_2,tier_3,861,5.276929069983234e-06,0,0.0
SLC38A8,False,42,18065.0,0.00232,0.0016226269543946079,0.003027248495370131,22448.0,590031.0,37545.0,0.000384,0.000147,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,861,5.276929069983234e-06,0,0.0
GNE,False,41,18065.0,0.00227,0.001575663255010178,0.0029635008745220663,22448.0,590031.0,37545.0,0.003083,0.001676,0.000916,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,820,5.025646733317365e-06,0,0.0
DPYD,False,41,18065.0,0.00227,0.001575663255010178,0.0029635008745220663,22448.0,590031.0,37545.0,0.000772,0.001176,0.00058,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,820,5.025646733317365e-06,0,0.0
MKS1,False,41,18065.0,0.00227,0.001575663255010178,0.0029635008745220663,22448.0,590031.0,37545.0,0.001542,0.002677,0.001159,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,820,5.025646733317365e-06,0,0.0
SLC25A15,False,41,18065.0,0.00227,0.001575663255010178,0.0029635008745220663,22448.0,590031.0,37545.0,0.003472,0.000265,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,820,5.025646733317365e-06,0,0.0
EIF2B2,False,41,18065.0,0.00227,0.001575663255010178,0.0029635008745220663,22448.0,590031.0,37545.0,0.003115,0.00147,0.000531,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,820,5.025646733317365e-06,0,0.0
FKRP,False,41,18065.0,0.00227,0.001575663255010178,0.0029635008745220663,22448.0,590031.0,37545.0,0.0035,0.004542,0.001157,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,820,5.025646733317365e-06,0,0.0
CHKB,False,40,18065.0,0.00221,0.0015288032451932724,0.0028996495641064783,22448.0,590031.0,37545.0,0.000385,5.9e-05,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,780,4.780493234131153e-06,0,0.0
DOCK8,False,39,18065.0,0.00216,0.0014820508295619937,0.0028356906595052634,22448.0,590031.0,37545.0,0.000397,0.00147,0.000343,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,741,4.541468572424595e-06,0,0.0
NDUFAF5,False,39,18065.0,0.00216,0.0014820508295619937,0.0028356906595052634,22448.0,590031.0,37545.0,0.002701,0.00153,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,741,4.541468572424595e-06,0,0.0
OTOG,False,39,18065.0,0.00216,0.0014820508295619937,0.0028356906595052634,22448.0,590031.0,37545.0,0.003859,0.003381,0.003144,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,741,4.541468572424595e-06,0,0.0
TCIRG1,False,39,18065.0,0.00216,0.0014820508295619937,0.0028356906595052634,22448.0,590031.0,37545.0,0.00077,0.001323,0.000724,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,741,4.541468572424595e-06,0,0.0
PLA2G6,False,38,18065.0,0.0021,0.0014354101646021457,0.0027716200042326175,22448.0,590031.0,37545.0,0.003857,0.000823,0.001206,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,703,4.308572748197693e-06,0,0.0
IVD,False,38,18065.0,0.0021,0.0014354101646021457,0.0027716200042326175,22448.0,590031.0,37545.0,0.000385,0.00344,0.002363,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,703,4.308572748197693e-06,0,0.0
VPS13B,False,38,18065.0,0.0021,0.0014354101646021457,0.0027716200042326175,22448.0,590031.0,37545.0,0.003467,0.002617,0.002173,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,703,4.308572748197693e-06,1,0.00034916201117318437
ALDH7A1,False,38,18065.0,0.0021,0.0014354101646021457,0.0027716200042326175,22448.0,590031.0,37545.0,0.002312,0.002177,0.001271,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,703,4.308572748197693e-06,0,0.0
SLC12A1,False,38,18065.0,0.0021,0.0014354101646021457,0.0027716200042326175,22448.0,590031.0,37545.0,0.000384,0.000412,0.000242,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,703,4.308572748197693e-06,0,0.0
SLC34A3,False,37,18065.0,0.00205,0.0013888856820234617,0.0027074331665788084,22448.0,590031.0,37545.0,0.000776,0.004503,0.001063,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,666,4.081805761450446e-06,0,0.0
PYGL,False,37,18065.0,0.00205,0.0013888856820234617,0.0027074331665788084,22448.0,590031.0,37545.0,0.000386,0.000911,0.000868,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,666,4.081805761450446e-06,0,0.0
NEK1,False,37,18065.0,0.00205,0.0013888856820234617,0.0027074331665788084,22448.0,590031.0,37545.0,0.002312,0.000618,0.00058,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,666,4.081805761450446e-06,0,0.0
PCDH15,False,37,18065.0,0.00205,0.0013888856820234617,0.0027074331665788084,22448.0,590031.0,37545.0,0.00309,0.000941,0.000676,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,666,4.081805761450446e-06,0,0.0
RPE65,False,37,18065.0,0.00205,0.0013888856820234617,0.0027074331665788084,22448.0,590031.0,37545.0,0.001543,0.001911,0.004197,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,666,4.081805761450446e-06,0,0.0
DOK7,False,36,18065.0,0.00199,0.001342482114976847,0.0026431254133929285,22448.0,590031.0,37545.0,0.000772,0.003903,0.002898,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,630,3.861167612182854e-06,0,0.0
ERCC6,False,36,18065.0,0.00199,0.001342482114976847,0.0026431254133929285,22448.0,590031.0,37545.0,0.003081,0.001823,0.001497,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,630,3.861167612182854e-06,0,0.0
LAMA2,False,36,18065.0,0.00199,0.001342482114976847,0.0026431254133929285,22448.0,590031.0,37545.0,0.000771,0.003441,0.002317,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,630,3.861167612182854e-06,0,0.0
DNAH5,False,36,18065.0,0.00199,0.001342482114976847,0.0026431254133929285,22448.0,590031.0,37545.0,0.002704,0.004322,0.002848,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,630,3.861167612182854e-06,0,0.0
RAD50,False,36,18065.0,0.00199,0.001342482114976847,0.0026431254133929285,22448.0,590031.0,37545.0,0.001157,0.002002,0.002611,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,630,3.861167612182854e-06,0,0.0
COL4A4,False,36,18065.0,0.00199,0.001342482114976847,0.0026431254133929285,22448.0,590031.0,37545.0,0.001545,0.001147,0.001159,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,630,3.861167612182854e-06,0,0.0
COL18A1,False,36,18065.0,0.00199,0.001342482114976847,0.0026431254133929285,22448.0,590031.0,37545.0,0.001552,0.00187,0.00662,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,630,3.861167612182854e-06,0,0.0
CYP1B1,False,36,18065.0,0.00199,0.001342482114976847,0.0026431254133929285,22448.0,590031.0,37545.0,0.003855,0.004027,0.001349,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,630,3.861167612182854e-06,0,0.0
NTRK1,False,35,18065.0,0.00194,0.0012962045275730187,0.0025786916805642635,22448.0,590031.0,37545.0,0.003086,0.000323,0.000772,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,595,3.6466583003949178e-06,0,0.0
CLRN1,False,35,18065.0,0.00194,0.0012962045275730187,0.0025786916805642635,22448.0,590031.0,37545.0,,0.000941,0.001734,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,595,3.6466583003949178e-06,0,0.0
NPC1,False,35,18065.0,0.00194,0.0012962045275730187,0.0025786916805642635,22448.0,590031.0,37545.0,0.001929,0.003646,0.001929,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,595,3.6466583003949178e-06,0,0.0
FARS2,False,35,18065.0,0.00194,0.0012962045275730187,0.0025786916805642635,22448.0,590031.0,37545.0,0.000773,0.001147,0.000579,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,595,3.6466583003949178e-06,0,0.0
PCCB,False,35,18065.0,0.00194,0.0012962045275730187,0.0025786916805642635,22448.0,590031.0,37545.0,0.003866,0.001646,0.003372,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,595,3.6466583003949178e-06,0,0.0
NEK8,False,34,18065.0,0.00188,0.001250058348225351,0.002514126539679437,22448.0,590031.0,37545.0,0.00077,0.000412,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,561,3.4382778260866367e-06,0,0.0
CCNO,False,34,18065.0,0.00188,0.001250058348225351,0.002514126539679437,22448.0,590031.0,37545.0,0.003104,0.000441,0.00077,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,561,3.4382778260866367e-06,0,0.0
HPGD,False,34,18065.0,0.00188,0.001250058348225351,0.002514126539679437,22448.0,590031.0,37545.0,0.001157,0.000794,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,561,3.4382778260866367e-06,0,0.0
IFT172,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,528,3.236026189258011e-06,0,0.0
TYRP1,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,22448.0,590031.0,37545.0,,0.000794,0.013636,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,528,3.236026189258011e-06,0,0.0
ABCB11,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,22448.0,590031.0,37545.0,0.001552,0.001618,0.001159,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,528,3.236026189258011e-06,0,0.0
PYGM,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,22448.0,590031.0,37545.0,0.001541,0.00882,0.003179,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,528,3.236026189258011e-06,1,0.00034916201117318437
SEC23B,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,22448.0,590031.0,37545.0,0.001154,0.002647,0.000916,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,528,3.236026189258011e-06,0,0.0
SMPD1,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,22448.0,590031.0,37545.0,0.002317,0.002353,0.001882,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_4,tier_4,528,3.236026189258011e-06,0,0.0
CYP17A1,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,22448.0,590031.0,37545.0,0.0027,0.000794,0.00058,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,528,3.236026189258011e-06,0,0.0
TMEM67,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,22448.0,590031.0,37545.0,0.001156,0.003176,0.000725,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,528,3.236026189258011e-06,0,0.0
ABCA12,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,22448.0,590031.0,37545.0,0.000386,0.000294,0.000772,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,528,3.236026189258011e-06,0,0.0
EARS2,False,33,18065.0,0.00183,0.001204049407440513,0.0024494241602317814,22448.0,590031.0,37545.0,0.001155,0.001911,0.001206,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,528,3.236026189258011e-06,0,0.0
RPGRIP1,False,32,18065.0,0.00177,0.0011581839808043218,0.0023845782666354794,22448.0,590031.0,37545.0,0.000769,0.000882,0.001171,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,496,3.0399033899090406e-06,0,0.0
CPT2,False,32,18065.0,0.00177,0.0011581839808043218,0.0023845782666354794,22448.0,590031.0,37545.0,0.003083,0.005322,0.004191,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_3,tier_4,496,3.0399033899090406e-06,0,0.0
PROS1,False,32,18065.0,0.00177,0.0011581839808043218,0.0023845782666354794,22448.0,590031.0,37545.0,0.005015,0.000265,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,tier_4,496,3.0399033899090406e-06,0,0.0
LAMC3,False,32,18065.0,0.00177,0.0011581839808043218,0.0023845782666354794,22448.0,590031.0,37545.0,,0.000886,0.000633,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,496,3.0399033899090406e-06,0,0.0
GBA1,False,32,18065.0,0.00177,0.0011581839808043218,0.0023845782666354794,22448.0,590031.0,37545.0,0.001927,0.001706,0.002947,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,496,3.0399033899090406e-06,0,0.0
ELAC2,False,32,18065.0,0.00177,0.0011581839808043218,0.0023845782666354794,22448.0,590031.0,37545.0,0.001155,0.000559,0.000434,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,496,3.0399033899090406e-06,0,0.0
ASPM,False,31,18065.0,0.00172,0.0011124688380633884,0.0023195820891439185,22448.0,590031.0,37545.0,0.001165,0.002445,0.002463,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,465,2.8499094280397258e-06,0,0.0
GPAA1,False,31,18065.0,0.00172,0.0011124688380633884,0.0023195820891439185,22448.0,590031.0,37545.0,0.000771,0.000382,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,465,2.8499094280397258e-06,0,0.0
COL4A3,False,31,18065.0,0.00172,0.0011124688380633884,0.0023195820891439185,22448.0,590031.0,37545.0,0.000776,0.003705,0.002413,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,465,2.8499094280397258e-06,1,0.00034916201117318437
CSPP1,False,31,18065.0,0.00172,0.0011124688380633884,0.0023195820891439185,22448.0,590031.0,37545.0,0.000385,0.001507,0.001425,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,465,2.8499094280397258e-06,0,0.0
TBCD,False,31,18065.0,0.00172,0.0011124688380633884,0.0023195820891439185,22448.0,590031.0,37545.0,,0.000441,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,465,2.8499094280397258e-06,0,0.0
LIG4,False,31,18065.0,0.00172,0.0011124688380633884,0.0023195820891439185,22448.0,590031.0,37545.0,,0.001206,0.003708,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,465,2.8499094280397258e-06,0,0.0
RECQL4,False,30,18065.0,0.00166,0.0010669112993936564,0.002254428307581157,22448.0,590031.0,37545.0,0.000771,0.002885,0.003922,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,435,2.666044303650066e-06,1,0.00034916201117318437
LMAN1,False,30,18065.0,0.00166,0.0010669112993936564,0.002254428307581157,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,435,2.666044303650066e-06,0,0.0
SAG,False,30,18065.0,0.00166,0.0010669112993936564,0.002254428307581157,22448.0,590031.0,37545.0,0.002313,0.000647,0.003514,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,435,2.666044303650066e-06,0,0.0
